company,job_title,location,posted_date,stipend
Campus Dynamic,Academic Counselor,Jaipur,,"₹ 2,00,000 - 2,40,000"
Pcred Ventures Private Limited,Business Development Executive,Mumbai,,"₹ 5,00,000 - 5,99,993"
OpenTeq,Software Developer,Work from home,,"₹ 11,00,000 - 25,00,000"
EliteFit.AI,Lead Data Scientist,Work from home,,"₹ 17,00,000 - 32,00,000"
Matrix Web Infotech,Junior Social Media Marketing Executive,Udaipur,,"₹ 2,00,000 - 2,10,000"
TECH GURU IT SOLUTIONS,Digital Marketing Executive,South,,"₹ 2,00,000 - 2,10,000"
Sarvang Infotech India Limited,Front Desk Executive,Gurgaon,,"₹ 2,00,000 - 2,40,000"
Sterlyn Silver Jewelry,Video Editor,Bhilai,,"₹ 2,00,000 - 3,00,000"
Yanny Hospitality Services LLP,Administration Executive,Ghaziabad,,"₹ 2,64,000 - 3,50,000"
Zero Gravity,Video Editor,Hyderabad,,"₹ 2,00,000 - 3,00,000"
SPACE INDIA BUILDERS AND DEVELOPERS,Telesales/Telemarketer,Navi Mumbai,,"₹ 5,00,000 - 5,10,000"
Ryuei Ryu Karate India,Sales Representative,Bangalore,,"₹ 2,00,000 - 3,50,000"
Prodios Labs,Senior Software Developer,Delhi,,"₹ 5,00,000"
Atlanta Systems Private Limited,Business Development Executive,Delhi,,"₹ 2,00,000 - 3,50,000"
Shourya Towers Private Limited,Civil Engineer,Jalandhar,,"₹ 3,25,000 - 3,60,000"
InsuranceDekho,Field Sales Associate,Work from home,,"₹ 2,50,000 - 3,75,000"
Wabi Tech,Business Development Associate,Delhi,,"₹ 4,20,000"
Decotouch Paints Limited,Accountant,Delhi,,"₹ 5,00,000"
Dew Solutions Private Limited,Customer Acquisition Associate,Gurgaon,,"₹ 2,00,000 - 4,00,000"
The Digital Socialite,Junior Social Media Marketing Associate,Jaipur,,"₹ 2,00,000 - 3,00,000"
Duplex Technologies Services Private Limited,PHP Developer,Lucknow,,"₹ 2,00,000 - 3,00,000"
Maven Group Global,Junior Digital Marketing Executive,Hyderabad,,"₹ 2,40,000 - 3,00,000"
Yenmin Communications,Associate Content Writer,Bangalore,,"₹ 5,00,000"
GWI Techno E Services LLP,Telecaller,Noida,,"₹ 2,00,000"
Atfem KhetiGaadi Private Limited,Corporate Sales Associate,Pune,,"₹ 2,00,000 - 5,00,000"
Indian Wire Product,Corporate Sales Executive,Rajkot,,"₹ 2,00,000 - 2,00,001"
Vibhuti Sharma,Junior Social Media Marketing Associate,Delhi,,"₹ 2,00,000"
IT World,Business Development Executive,Bangalore,,"₹ 2,00,000 - 3,60,000"
USEReady,Digital Marketing Trainee,Bangalore,,"₹ 2,00,000 - 2,40,000"
VSR ENTERPRISES,Telesales Executive,Delhi,,"₹ 3,00,000 - 3,60,000"
Hub And Oak,Corporate Sales Associate,Delhi,,"₹ 3,00,000 - 3,50,000"
Moonverse Digital,Operations Executive,Kochi,,"₹ 2,00,000"
Mind Oriented,Teacher,Work from home,,"₹ 2,00,000 - 2,10,000"
Travel To Nirvana,Junior Search Engine Optimization (SEO) Specialist,Haridwar,,"₹ 2,00,000 - 4,00,000"
HOPSKIP Jump,Senior Operations Manager,Kolkata,,"₹ 5,00,000"
Perfect Group,CAD Designer,Ghaziabad,,"₹ 3,00,000 - 4,20,000"
Karma Consulting,Junior Digital Marketing Specialist,Chennai,,"₹ 2,00,000"
FutureRole,Customer Support Executive,Bangalore,,"₹ 2,50,000 - 3,00,000"
Pride Projects,Safety Officer,Mumbai,,"₹ 2,40,000"
VMS Events,Client Service Executive,Noida,,"₹ 5,00,000 - 7,00,000"
Manubhai & Shah LLP,Accountant,Ahmedabad,,"₹ 2,10,000 - 5,00,000"
Digiwhiz India,Human Resources (HR) Associate,Ahmedabad,,"₹ 2,00,000"
Shott,Corporate Sales Executive,Hyderabad,,"₹ 3,00,000 - 5,00,000"
Growdiesel Ventures Limited,Junior CAD Designer,Delhi,,"₹ 2,00,000 - 3,60,000"
LifeSight Technologies Private Limited,Marketing Operations Associate,Bangalore,,"₹ 4,00,000 - 6,00,000"
WiSDom Fragrances,Marketing Co-ordinator,Mumbai,,"₹ 3,00,000 - 4,00,000"
Infologia Technologies Pvt Ltd,Customer Support Representative,Chennai,,"₹ 2,00,000 - 2,40,000"
The Digital Company,Graphic Designer,Jaipur,,"₹ 2,00,000 - 4,00,000"
Search Precise Consultancy Pvt Ltd.,Patent Engineer,Gurgaon,,"₹ 5,00,000 - 7,00,000"
Brickwork Ratings,Associate Business Development Manager,Mumbai,,"₹ 6,00,000 - 8,00,000"
Capzen Technologies,Associate Telecaller,Noida,,"₹ 3,00,000 - 4,00,000"
SurePass Technologies Private Limited,B2B Sales Executive,Delhi,,"₹ 2,40,000 - 3,50,000"
Travel And Tape Hospitality LLP,Customer Service Executive,Chennai,,"₹ 2,00,000"
Pawpeye Eats,Junior Search Engine Optimization (SEO) Specialist,Work from home,,"₹ 2,00,000 - 3,60,000"
IDreamCareer,QA Engineer,Delhi,,"₹ 3,20,000 - 3,60,000"
Smaclify Technologies,Customer Acquisition Manager,Pune,,"₹ 2,00,000 - 4,00,000"
RUN TAILORS FASHION PRIVATE LTD.,Telecaller,Hyderabad,,"₹ 2,00,000 - 3,00,000"
Money Honey Financial Services Private Limited,Finance Associate,Mumbai,,"₹ 2,00,000 - 4,00,000"
RIVR,E-commerce And Operations Associate,Chennai,,"₹ 2,00,000"
Amogha Developer,Project Manager,Mangalore,,"₹ 5,00,000"
Aman Batra,Associate Legal Researcher,Delhi,,"₹ 2,00,000 - 2,50,000"
Edureka,Associate Inside Sales Manager,Bangalore,,"₹ 3,00,000 - 4,80,000"
Distinct Destinations Private Limited,Operations Executive,Mumbai,,"₹ 2,00,000 - 3,60,000"
Giggso India,Marketing Executive,Chennai,,"₹ 3,00,000 - 3,50,000"
Property Spotters,Content Creator,Gurgaon,,"₹ 2,50,000 - 4,00,000"
Easemyliving.com,Videographer And Photographer,Bangalore,,"₹ 2,00,000 - 2,50,000"
Savvy Ray Technologies,Digital Marketing Executive,Ahmedabad,,"₹ 2,00,000 - 3,00,000"
Unique Power & Automation Pvt. Ltd.,Accountant,Noida,,"₹ 5,00,000 - 6,00,000"
Travok Holidays,Travel Sales Consultant,Delhi,,"₹ 2,00,000 - 2,05,000"
Renrui HR Services India Private Limited,Corporate Sales Executive,Noida,,"₹ 2,00,000 - 3,50,000"
Surbhee Tibrewala,Junior Field Sales Executive,Mumbai,,"₹ 2,00,000"
Fabian Media,Sales Manager,Delhi,,"₹ 2,00,000 - 3,60,000"
Virtual Experts LLP,Customer Acquisition Executive,Indore,,"₹ 2,00,000 - 3,50,000"
XeroDebt,Sales Lead,Work from home,,"₹ 2,00,000 - 2,00,001"
Elite Taxation,Account Executive,Work from home,,"₹ 2,00,000 - 3,00,000"
BUSINESSNEXT (Acidaes Solutions Pvt. Ltd.),Management Trainee - Solution Consulting,Mumbai,,"₹ 7,00,000 - 10,00,000"
Elite Taxation,Accountant,Work from home,,"₹ 3,00,000 - 4,00,000"
Global Tech Solutions,Corporate Sales Executive,Ahmedabad,,"₹ 3,00,000 - 3,50,000"
Bombay Softwares,Junior Business Analyst,Ahmedabad,,"₹ 2,60,000 - 3,60,000"
Learning Routes,Business Development Executive,Mumbai,,"₹ 2,00,000 - 4,00,000"
EcoLoans,Field Sales Manager,Ghaziabad,,"₹ 5,00,000 - 6,00,000"
Planetary Vimaana Research Labs,Embedded Systems Manager,Work from home,,"₹ 2,00,000 - 2,10,000"
Thai Pass,Content Creator/Anchor (Female),Delhi,,"₹ 2,00,000 - 2,40,000"
Newjaisa Technology Private Limited,Online Sales Executive,Bangalore,,"₹ 2,00,000 - 3,00,000"
Luxurypop,Administration Associate,Mumbai,,"₹ 2,00,000 - 2,10,000"
Wellversed Health Private Limited,Customer Support Executive,Gurgaon,,"₹ 3,00,000 - 5,00,000"
P.Labs Ventures,Client Acquisition Specialist,Work from home,,"₹ 3,00,000 - 3,60,000"
Aegis Group,Management Trainee,Mumbai,,"₹ 2,50,000 - 3,00,000"
D2V Software Solutions Private Limited,International Sales Specialist,Bangalore,,"₹ 2,50,000 - 3,50,000"
FactoryJet Private Limited,Corporate Sales Executive,Bangalore,,"₹ 2,00,000 - 2,40,000"
Vahan Technologies India Private Limited,Telecalling Executive,Bangalore,,"₹ 2,50,000 - 2,85,000"
Meritide Visa,Sales Associate,Delhi,,"₹ 2,00,000 - 2,30,000"
Shilpa Karnavat,Senior Fashion Designer,Mumbai,,"₹ 5,00,000 - 6,00,000"
Aseema Charitable Trust,Field Sales Executive,Mumbai,,"₹ 5,00,000 - 7,00,000"
Pearl,Photographer,Kolkata,,"₹ 2,00,000"
Krubakaran CTB,Customer Acquisition Specialist,Work from home,,"₹ 3,00,000"
Granville Tech Company Ltd.,Chief Of  Staff,Delhi,,"$ 7,200 - 9,600"
Above And Beyond,Junior Graphic Designer,Navi Mumbai,,"₹ 2,00,000 - 3,00,000"
Attribution Private Limited,Graphic Designer & Motion Graphics Editor,Work from home,,"₹ 5,00,000 - 8,00,000"
Brelex Media,Landing Page Developer,Work from home,,"₹ 2,00,000 - 2,50,000"
Daten & Wissen Private Limited,Technical Support Executive,Mumbai,,"₹ 2,00,000 - 2,10,000"
Value Research,Ad Operations Associate,Mumbai,,"₹ 3,00,000 - 4,00,000"
CIPHER Healthcare,Junior Psychologist,Hyderabad,,"₹ 2,52,000 - 3,60,000"
AN Kaul And Associates,Associate Accountant,Delhi,,"₹ 2,00,000 - 3,00,000"
PerfmanHR,Junior Video Editor,Mumbai,,"₹ 3,00,000 - 3,60,000"
Extension Technologies Private Limited,Associate Sales Consultant,Faridabad,,"₹ 2,50,000 - 4,00,000"
Communicare,Therapist- Psychologist/ Special Educator,Thane,,"₹ 2,00,000"
Reachify,Full Stack Developer,Delhi,,"₹ 3,00,000 - 4,20,000"
P.E. Analytics Private Limited,Customer Acquisition Associate,Gurgaon,,"₹ 2,00,000 - 4,00,000"
Breakout,Corporate Sales Executive,Koramangala,,"₹ 2,70,000 - 3,30,000"
Persist Ventures,Full Stack Developer,Work from home,,"₹ 3,00,000"
Hub And Oak,Corporate Sales Manager,Delhi,,"₹ 5,00,000"
Decathlon Sports India  Private Limited,Omni Sport Leader,Wakad,,"₹ 2,88,000 - 3,00,000"
All Time Design,Executive Assistant,Chennai,,"₹ 2,00,000 - 8,00,000"
Balaji Auto Centre,Executive Assistant (Female Candidates Only),Kolkata,,"₹ 2,00,000 - 3,00,000"
BtoBIG IMPEX PRIVATE LIMITED,Field Sales Executive,Mumbai,,"₹ 4,80,000 - 6,00,000"
Nebula-ARI,Business Development Executive,Work from home,,"₹ 3,60,000 - 12,50,000"
Shri Shyamji Tools Private Limited,Field Sales Executive,Work from home,,"₹ 2,40,000 - 3,00,000"
RB Tech Services,Associate Software Developer,Pune,,"₹ 2,25,000 - 3,00,000"
Cyn Cyn,Telecaller,Cochin,,"₹ 2,00,000 - 3,00,000"
Appenius Technologies Pvt Ltd,WordPress Developer,Bangalore,,"₹ 2,80,000 - 3,00,000"
Execube Digital LLP,Copywriter,Noida,,"₹ 2,00,000 - 2,50,000"
Ganesh Parab,Junior Video Editor,Mumbai,,"₹ 2,50,000 - 3,00,000"
The Brand Saloon,Junior Lead Generation Associate,Thane,,"₹ 2,16,000 - 4,00,000"
Shashank Gupta,Junior Telecaller,Ghaziabad,,"₹ 2,00,000"
Denave India Private Limited,Field Sales Specialist,Work from home,,"₹ 2,00,000 - 2,50,000"
Le Royal Constructions Private Limited,Administration Associate,Chennai,,"₹ 2,00,000 - 2,40,000"
Henry Harvin,Education Counselor,Noida,,"₹ 2,00,000 - 3,50,000"
Gravity Integrates Pvt Ltd,Field Sales Executive,Work from home,,"₹ 2,00,000 - 2,50,000"
Karma Group Global,Customer Service Executive,Belandur,,"₹ 2,16,000 - 3,00,000"
Diasimos Private Limited,Business Development Manager,Ahmedabad,,"₹ 2,16,000 - 3,00,000"
SHABBIR LOKHANDWALA,Accountant,Mumbai,,"₹ 3,00,000 - 4,00,000"
Nariyal,Business Development Manager,Work from home,,"₹ 5,00,000"
Foodkida,Training And Sales Coordinator,Work from home,,"₹ 2,00,000 - 3,00,000"
UNICOM SYSTEM,Telecaller,Ghaziabad,,"₹ 2,00,000 - 2,50,000"
Wedpro Photography,Video Editor,Delhi,,"₹ 2,00,000 - 3,00,000"
AMA Design Studio,Interior Designer,Pune,,"₹ 2,00,000"
Alpha Solutions,Full Stack Developer,Coimbatore,,"₹ 2,40,000 - 3,60,000"
The Trading Fox,Associate Content Writer,Jaipur,,"₹ 2,00,000 - 2,50,000"
Kannelite Private Limited,Hospitality Executive,Jamshedpur,,"₹ 5,00,000"
PAMAC Finserv Private Limited,Junior Talent Acquisition Executive,Mumbai,,"₹ 2,00,000 - 2,20,000"
AJ AVENUE,Channel Sales Executive,Bangalore,,"₹ 2,50,000 - 2,75,000"
FlippAR,Junior Software Developer,Bangalore,,"₹ 2,00,000"
Baweja Media,Digital Marketing Executive,Work from home,,"₹ 4,50,000 - 5,00,000"
Dream Decor,Field Sales Executive,Bangalore,,"₹ 2,40,000 - 4,80,000"
Busitron,Junior Full Stack Developer,Hyderabad,,"₹ 2,50,000 - 2,80,000"
Cornflakes Media,Human Resources (HR) Executive,Mumbai,,"₹ 2,40,000 - 4,00,000"
Internshala,Associate Product Manager,Gurgaon,,"₹ 5,00,000 - 6,00,000"
Early Steps Academy,Global Learning Specialist,Work from home,,"₹ 2,00,000 - 5,00,000"
ROBOKALAM,Associate Video Editor,Warangal,,"₹ 2,40,000 - 4,40,000"
KNFIOX,Salesman,Work from home,,"₹ 2,00,000 - 2,10,000"
Haloforge Technologies Pvt. Lmd.,Digital Marketing Associate,Faridabad,,"₹ 2,00,000 - 2,20,000"
Stuzero,Business Development Executive,Work from home,,"₹ 2,40,000 - 6,00,000"
BITCOIN INDIA SOFTWARE SERVICES PRIVATE LIMITED,Customer Support Executive,Hyderabad,,"₹ 4,00,000 - 5,00,000"
BITCOIN INDIA SOFTWARE SERVICES PRIVATE LIMITED,Corporate Sales Executive,Work from home,,"₹ 4,00,000 - 5,00,000"
RIPRA MULTIMEDIA PVT. LTD.,Junior Video Editor,Delhi,,"₹ 3,00,000 - 3,60,000"
SAASVATH HR & BUSINESS CONSULTANTS LLP,Assistant Professor - Occupational Therapy,Chennai,,"₹ 3,00,000 - 6,00,000"
Kria Habitats,Corporate Sales Executive,Bangalore,,"₹ 2,40,000 - 3,00,000"
Deytal Technologies Pvt. Ltd.,Junior Search Engine Optimization (SEO) Executive,Ghaziabad,,"₹ 2,00,000 - 4,00,000"
What Works,Performance Marketer,Work from home,,"₹ 7,00,000 - 10,00,000"
XcelTec Interactive Private Limited,Telecaller,Ahmedabad,,"₹ 2,00,000 - 2,16,000"
MageMarketer LLP,Business Development Executive,Pune,,"₹ 2,75,000 - 3,00,000"
NetCom Learning,Business Development Executive,Hyderabad,,"₹ 3,00,000 - 5,00,000"
WeRize,Tele-Collection Officer,Bangalore,,"₹ 2,50,000 - 3,50,000"
SVA Organics,Business Development Executive,Delhi,,"₹ 2,00,000 - 3,50,000"
Unacademy (Sorting Hat Technologies Private Limited),Business Development Executive,Noida,,"₹ 2,56,000 - 3,00,000"
Monetize Info LLP,Content Writer,Delhi,,"₹ 2,00,000 - 3,00,000"
Yelloe Lifestyle Private Limited,Artificial Intelligence (AI) Associate,Delhi,,"₹ 3,00,000 - 4,00,000"
TWOSS,Business Development Associate,Work from home,,"₹ 5,00,000 - 10,00,000"
VIVEK SHEEL,Typist/Stenographer,South,,"₹ 2,00,000 - 2,40,000"
TekHawks,Operations And Admin Executive,Hyderabad,,"₹ 2,00,000 - 2,16,000"
Efeedor,Business Development Executive,Chennai,,"₹ 2,04,000"
Telosa,Junior Graphic Designer,Pune,,"₹ 2,00,000 - 2,50,000"
Dream Hitch,Social Media Content Writer,Work from home,,"₹ 2,00,000"
Indian School Of Business And Finance,Admissions Counsellor,Delhi,,"₹ 2,00,000"
Monarch Web World,PPC Executive,Work from home,,"₹ 2,20,000"
Monarch Web World,Social Media Manager,Work from home,,"₹ 5,00,000"
"MedCoded (Orlando, United States)",E-commerce Management,Work from home,,"₹ 5,00,000 - 6,00,000"
Ordrio Technologies Private Limited,Human Resources (HR) Executive,Udupi,,"₹ 5,00,000 - 6,00,000"
GoHappy Club,Marketing Executive,Work from home,,"₹ 2,00,000 - 3,00,000"
Caimera,Business Development Associate,Work from home,,"₹ 4,00,000 - 8,00,000"
The Trading Fox,Human Resources (HR) Associate,Jaipur,,"₹ 2,00,000 - 2,50,000"
BITCOIN INDIA SOFTWARE SERVICES PRIVATE LIMITED,MANAGEMENT TRAINEE (ONLY FEMALE),Hyderabad,,"₹ 4,00,000 - 5,00,000"
Wildly Tech Private Limited,Human Resources (HR) Associate,Work from home,,"₹ 2,50,000 - 4,00,000"
BITCOIN INDIA SOFTWARE SERVICES PRIVATE LIMITED,Junior Sales Executive,Hyderabad,,"₹ 4,00,000 - 5,00,000"
SolutionsHUB360 Limited,Digital Marketing Manager,Work from home,,"₹ 5,00,000 - 6,00,000"
5centsCDN Inc.,Junior Product Manager,Work from home,,"₹ 2,20,000 - 2,76,000"
BITCOIN INDIA SOFTWARE SERVICES PRIVATE LIMITED,Human Resources (HR) Executive,Hyderabad,,"₹ 4,00,000 - 5,00,000"
Intesome,3D Motion Graphics Artist,Work from home,,"₹ 2,00,000 - 5,00,000"
Persist Ventures,Associate Graphic Designer,Work from home,,"₹ 5,00,000 - 8,00,000"
GrowMeOrganic Private Limited,Corporate Sales Executive,Work from home,,"₹ 2,50,000 - 3,00,000"
MentorBoxx,Associate- Sales/Growth,Noida,,"₹ 3,50,000 - 4,00,000"
MHLondon,Business Analyst,Noida,,"₹ 5,00,000 - 5,10,000"
GoldLighT Technologies Private Limited,Research Associate,Bangalore,,"₹ 2,00,000 - 3,00,000"
Elite Video Framework,Project Manager,Work from home,,"₹ 2,00,000 - 3,00,000"
Dexter Media,Senior PHP Developer,Work from home,,"₹ 2,00,000 - 3,00,000"
Fazil Baker,Digital Marketing Manager,Work from home,,"₹ 2,00,000 - 2,50,000"
Genie Puzzles,Junior Social Media Marketing Associate,Surat,,"₹ 2,00,000 - 3,00,000"
Minoro Designs,Architect,Mumbai,,"₹ 5,00,000 - 7,00,000"
Giri Brothers,Electronics Engineer,Chennai,,"₹ 2,00,000 - 2,20,000"
0101 Digitall,Full Stack Developer,Work from home,,"₹ 30,00,000 - 35,00,000"
Future Bound Tech,Junior Graphic Designer,Work from home,,"₹ 3,00,000 - 4,50,000"
Itegoss,Web Developer,Mira Bhayandar,,"₹ 3,60,000"
CoXventure,Business Development Executive,Work from home,,"₹ 2,00,000 - 2,40,000"
Sykam Consultancy Services Private Limited,Human Resources (HR) Executive,Hyderabad,,"₹ 4,00,000 - 5,00,000"
SolutionsHUB360 Limited,Corporate Sales Manager,Work from home,,"₹ 5,00,000 - 6,00,000"
MentorBoxx,Corporate Sales Specialist,Pune,,"₹ 4,00,000 - 6,00,000"
Bharat Headhunters Private Limited,Junior Recruiter,Bangalore,,"₹ 2,00,000 - 2,50,000"
AIPL,Field Sales Executive,Yelachahalli,,"₹ 2,00,000 - 2,04,000"
SetMyWed,Business Development Executive,Noida,,"₹ 2,00,000 - 4,00,000"
Webpulse Solution Private Limited,Telemarketing Executive,Delhi,,"₹ 2,40,000 - 3,60,000"
Cybercube,Digital Marketing Executive,Gurgaon,,"₹ 3,00,000 - 5,00,000"
Rayds Services Private Limited,Business Development Executive,Mumbai,,"₹ 2,00,000 - 3,50,000"
Talent Stack,Junior Recruiter,Mumbai,,"₹ 2,00,000 - 2,50,000"
Green Portfolio Private Limited,Trader/Dealer - Portfolio Management Services,Ghaziabad,,"₹ 2,10,000 - 2,28,000"
Uolo Technology,Junior Content Developer,Gurgaon,,"₹ 3,00,000 - 5,00,000"
Recruvate HR Solutions,Business Development Executive,Pune,,"₹ 4,00,000 - 6,50,000"
A&B Digital Marketing Agency,Junior Search Engine Optimization (SEO) Executive,Mumbai,,"₹ 2,50,000 - 3,50,000"
Vizzve Microseva Foundation,Collection Executive,Bangalore,,"₹ 2,00,000"
NexionPro,Corporate Manager,Gurgaon,,"₹ 8,00,000 - 12,00,000"
Aiveda Technology,Corporate Sales Manager,Delhi,,"₹ 5,00,000 - 10,00,000"
NativeOrigin Foods & Herbs LLP,Tele Sales Manager/Executive,Work from home,,"₹ 2,50,000 - 6,00,000"
CapMinds,Junior Search Engine Optimization (SEO) Associate,Chennai,,"₹ 2,00,000 - 2,20,000"
QShala,Sales And Marketing Associate,Bangalore,,"₹ 3,00,000 - 4,00,000"
Error Makes Clever,Junior Business Development Associate,Chennai,,"₹ 2,00,000 - 2,60,000"
HighGrad,Business Development Associate,Work from home,,"₹ 2,00,000 - 3,00,000"
The Leaders Hive,Chartered Accountant (CA),Ahmedabad,,"₹ 7,00,000 - 8,00,000"
Henry Harvin,Business Development Associate,Noida,,"₹ 2,00,000 - 4,00,000"
Sharpener Tech,Junior Web Developer,Work from home,,"₹ 4,00,000 - 7,00,000"
Thinking Forks Consulting Private Limited,Senior Associate (Business Analytics),Bangalore,,"₹ 6,00,000 - 7,20,000"
Sharpener Tech,Front End Developer,Work from home,,"₹ 4,00,000 - 7,00,000"
Garodia Group,Primary Co-Teacher,Navi Mumbai,,"₹ 2,00,000 - 2,40,000"
Tirupati Machine Tools,Mechanical Sales Engineer,Pune,,"₹ 5,00,000"
Emversity,Junior Graphic Designer,Bangalore,,"₹ 6,00,000 - 8,00,000"
FutureRole Inc.,Customer Acquisition Associate,Bangalore,,"₹ 2,00,000 - 3,00,000"
King Maker,Junior Accountant,Lucknow,,"₹ 5,00,000 - 5,00,001"
Deepak Gupta,Senior Video Editor,Delhi,,"₹ 2,00,000 - 2,40,000"
SR Edu Technologies,English Trainer,Ahmedabad,,"₹ 4,00,000 - 6,00,000"
Patel MicroData,Field Sales Executive,Mumbai,,"₹ 2,00,000 - 2,50,000"
Reveation Labs,Digital Marketing Associate,Ahmedabad,,"₹ 2,00,000"
Pelican Business Growth Consultation LLP,Junior Social Media Marketing Manager,Pune,,"₹ 2,00,000 - 2,50,000"
GOGAGA HOLIDAYS PRIVATE LIMITED,Travel Consultant,Hyderabad,,"₹ 2,00,000 - 3,00,000"
WorkshopQ,Junior Operations Executive,Mumbai,,"₹ 2,64,000 - 2,85,000"
AlmaShines Technologies Private Limited,Business Consultant- Strategic Accounts,Greater Noida,,"₹ 7,45,000 - 9,25,000"
Anya Segen,Social Media Manager And Content Writer (Political),Noida,,"₹ 5,00,000 - 6,00,000"
Maconsys Ventures Private Limited,Marketing Executive,Bangalore,,"₹ 2,00,000 - 4,00,000"
Candid Solutions,Business Development Executive,Work from home,,"₹ 2,00,000 - 2,40,000"
Delta 4 Commerce,Associate Brand Designer,Work from home,,"₹ 2,00,000 - 6,00,000"
VSPAstra Solutions,Resume Writer And Documentation Expert,Work from home,,"₹ 2,00,000 - 2,40,000"
Career Connect Global,Junior Operations Associate,Jaipur,,"₹ 2,00,000 - 3,00,000"
We4HR,Customer Support Representative,Vadodara,,"₹ 2,00,000"
Vittles Exim Private Limited,Customer Tele Support Executive,Noida,,"₹ 2,00,000"
Hello Parent,Associate Graphic Designer,Work from home,,"₹ 2,00,000 - 2,50,000"
SutiSoft Private Limited,Customer Service Associate,Hyderabad,,"₹ 2,85,000 - 3,50,000"
Arba Designs,Interior Designer,Noida,,"₹ 2,00,000 - 3,00,000"
PRINTFUSE GLOBAL PRIVATE LIMITED,Telecaller,Noida,,"₹ 2,00,000 - 3,00,000"
Fair Finance,Corporate Sales Executive,Work from home,,"₹ 5,00,000 - 7,00,000"
Grantley Edutech,Academic Counsellor,Bangalore,,"₹ 2,00,000 - 8,00,000"
Shertech Info,Junior Project Manager,Work from home,,"₹ 2,00,000 - 2,50,000"
SR INTERIOR DESIGNS PRIVATE LIMITED,Interior Designer,Ahmedabad,,"₹ 2,00,000 - 2,00,001"
The Wedding Scroll,Content Creator,Bangalore,,"₹ 3,00,000 - 5,00,000"
UBIQUE TRAVEL SERVICES,Associate Accountant,Mumbai,,"₹ 3,00,000 - 4,20,000"
Lawtech,ODR - Online Dispute Resolution Expert,Work from home,,"₹ 2,00,000"
Persist Ventures,Multimedia & AI Project Lead,Work from home,,"₹ 6,00,000 - 8,00,000"
T&M,Customer Service Associate,Navi Mumbai,,"₹ 2,00,000 - 2,50,000"
Wizzer AdvisorTech Pvt. Ltd.,Supply Chain And Procurement Executive,Mumbai,,"₹ 3,00,000 - 5,00,000"
Astrotalk,Business Development Executive (International Sales),Work from home,,"₹ 3,50,000 - 4,50,000"
Write Your Destiny Consultancy Services LLP,Customer Support Executive,Bangalore,,"₹ 5,00,000 - 5,50,000"
Ayurveda House Private Limited,Content Writer,Delhi,,"₹ 2,00,000 - 3,00,000"
Red Beryl Global,Junior Interior Designer,Bangalore,,"₹ 2,00,000 - 2,40,000"
Upholic,Senior Software Developer,Thane,,"₹ 5,00,000 - 5,50,000"
Brevistay Hospitality Private Limited,Business Development Executive,Work from home,,"₹ 2,00,000 - 4,00,000"
Graven Automation,Corporate Sales Manager,Lucknow,,"₹ 5,00,000"
NoBroker,Corporate Sales Executive,Bangalore,,"₹ 2,10,000 - 2,64,000"
LimeTray,Inside Sales Manager (Dubai Segment),Gurgaon,,"₹ 5,00,000 - 6,50,000"
AntWalk,Associate Graphic Designer,Work from home,,"₹ 3,00,000 - 3,50,000"
Tecudia,Full Stack Developer,Work from home,,"₹ 6,00,000 - 12,00,000"
CleverBharat Private Limited,Senior Web Developer,Work from home,,"₹ 3,00,000 - 5,00,000"
Hyper Lychee Labs,Business Development Executive,Work from home,,"₹ 2,00,000 - 3,00,000"
SaffireTech,Software Developer,Mumbai,,"₹ 3,25,000 - 4,00,000"
Internshala,Inside Sales Associate - B2C,Gurgaon,,"₹ 6,60,000 - 8,00,000"
Samridha Education And Charitable Trust,Business Development Executive,Bangalore,,"₹ 2,40,000 - 3,00,000"
Book My Agency,LinkedIn Marketing Executive (Fresher/Experienced),Ghaziabad,,"₹ 3,00,000 - 5,00,000"
Book My Agency,IT Sales Operations Manager,Ghaziabad,,"₹ 3,00,000 - 6,00,000"
Book My Agency,Business Development Executive,Faridabad,,"₹ 2,00,000 - 7,00,000"
Book My Agency,Digital Marketing Tele-Sales Executive,Ghaziabad,,"₹ 3,00,000 - 7,00,000"
Book My Agency,PPC On-Site Sales Consultant,Ghaziabad,,"₹ 3,00,000 - 7,00,000"
Book My Agency,Digital Marketing Consultant,Delhi,,"₹ 2,00,000 - 6,00,000"
Book My Agency,Junior Software Sales Consultant,Delhi,,"₹ 3,00,000 - 6,00,000"
Book My Agency,Google Ads Telemarketing Executive,Delhi,,"₹ 3,00,000 - 6,00,000"
Book My Agency,IT Services Promotors,Delhi,,"₹ 3,00,000 - 6,00,000"
Book My Agency,Business Development Associate,Delhi,,"₹ 3,00,000 - 9,00,000"
Book My Agency,Junior Lead Generation Manager,Delhi,,"₹ 3,00,000 - 6,00,000"
"Swissmote, Inc. (San Francisco, United States)",Junior Operations Executive,Work from home,,"$ 5,500 - 7,000"
Adisri Publications Private Limited,Junior Accountant,Faridabad,,"₹ 2,00,000 - 2,40,000"
GR Health Aids Private Limited,Field Sales Trainee,Work from home,,"₹ 4,00,000 - 6,00,000"
Nytarra Naturals,Social Media Manager,Noida,,"₹ 3,00,000 - 4,00,000"
Quaff Media,Business Development Manager,Noida,,"₹ 4,00,000 - 6,00,000"
Indika AI Private Limited,Administration Associate,Delhi,,"₹ 2,50,000 - 4,20,000"
Hir'd Services Private Limited,Data Analytics Associate,Indore,,"₹ 2,00,000 - 3,50,000"
